Data,Acre,Amapá,Amazonas,Pará,Rondônia,Roraima,Tocantins,Alagoas,Bahia,Ceará,Maranhão,Paraíba,Pernambuco,Piauí,Rio Grande do Norte,Sergipe,Paraná,Rio Grande do Sul,Santa Catarina,Espírito Santo,Minas Gerais,Rio de Janeiro,São Paulo,Distrito Federal,Goiás,Mato Grosso,Mato Grosso do Sul
2020-09-27,15,50,247,930,285,230,194,170,850,367,275,52,76,361,127,166,1132,397,493,482,2269,2190,1349,905,183,265,258
2020-09-28,11,140,292,312,178,57,155,99,593,127,421,204,80,193,138,89,839,262,482,604,1518,146,905,992,2970,1115,233
2020-09-29,145,119,1256,1107,287,217,614,156,1623,435,669,667,1229,494,248,108,1316,2475,1195,840,2154,1693,6377,812,3953,1231,638
2020-09-30,192,200,1362,1274,238,264,524,330,2274,1662,719,613,846,859,420,160,1600,2319,1217,854,2878,1084,6109,928,2704,1040,743
2020-10-01,187,131,914,1294,350,232,603,625,1524,525,631,542,701,763,282,195,1907,6614,1146,860,3438,1452,6097,882,2775,954,533
2020-10-02,146,144,959,1060,212,332,402,246,1354,647,593,464,865,649,391,144,1398,3241,1098,675,3475,4160,5608,915,2582,1082,589
2020-10-03,107,73,938,999,103,285,390,178,1307,338,430,408,612,610,447,223,1512,2160,911,719,3445,1180,6096,741,1170,280,648
2020-10-04,10,26,245,231,47,70,21,170,729,204,170,32,68,236,169,193,761,132,585,552,1672,126,473,630,125,532,247
2020-10-05,15,73,191,96,160,0,59,37,565,233,365,177,37,259,67,185,330,778,826,650,1267,1637,677,554,1637,801,270
2020-10-06,118,113,998,755,231,82,109,148,2142,12823,530,674,763,673,254,145,1353,1878,1398,904,1658,2077,6260,820,3441,1006,553
2020-10-07,13,149,921,1064,167,185,382,143,1834,835,712,751,922,684,855,167,1570,2331,1210,740,2908,2024,5916,582,3040,967,481
2020-10-08,16,122,875,882,142,244,378,112,1817,1101,589,434,597,588,450,265,470,1917,1451,740,2009,2705,5649,823,1797,1056,521
2020-10-09,183,130,866,648,156,252,357,115,1412,614,608,536,678,575,102,288,1404,2150,1534,769,3049,1936,5786,615,1371,766,544
2020-10-10,14,88,805,447,333,309,344,137,1754,1285,357,428,584,828,175,256,1532,2009,977,343,3050,1327,6626,762,1189,315,475
2020-10-11,19,83,419,13,125,197,88,36,993,390,216,164,146,317,264,395,1008,376,599,491,1796,268,2844,466,353,168,108
2020-10-12,13,38,8,20,36,22,59,54,677,68,125,56,78,232,182,79,1831,426,795,822,1031,183,684,377,180,189,164
2020-10-13,209,169,399,38,153,42,74,74,693,420,280,140,77,313,72,259,718,386,395,874,659,195,685,818,1113,728,237
2020-10-14,29,152,654,839,267,147,355,128,2460,642,484,718,742,648,552,193,913,1962,1507,833,1346,1152,6031,828,2260,908,485
2020-10-15,105,145,848,684,219,505,360,110,1575,1283,500,665,825,868,657,306,1011,1903,1502,517,2430,1077,6553,728,2019,688,440
2020-10-16,192,182,418,704,211,373,351,86,1536,576,406,576,654,827,2308,192,1325,1728,1521,1114,3031,3158,5627,790,1642,840,546
2020-10-17,95,78,1402,743,84,293,236,87,1799,1102,327,384,403,682,189,194,803,2129,1832,825,2565,129,5394,728,709,386,464
2020-10-18,25,41,411,276,0,162,23,128,654,857,164,19,106,362,422,445,780,324,394,497,1685,1309,968,653,0,165,112
2020-10-19,47,72,261,20,306,45,130,35,881,481,494,114,101,194,1277,476,1140,1004,1065,999,965,535,437,752,2633,552,367
2020-10-20,100,119,938,867,119,233,341,116,1762,706,475,496,664,514,156,261,1213,1674,1557,819,1459,1208,4923,556,718,780,453
2020-10-21,60,212,1669,989,199,217,249,102,1221,27,463,369,624,672,622,525,1173,1769,1052,1084,2395,1319,4299,815,1428,847,417
2020-10-22,103,228,765,1111,275,229,252,101,1450,1958,461,317,359,766,45,313,1276,1299,2211,581,2657,1081,3678,590,1650,752,350
2020-10-23,93,146,966,1049,235,364,336,147,1861,891,517,494,719,705,130,268,1155,2182,2072,1251,2029,1776,6702,565,2139,824,410
2020-10-24,96,106,779,1327,309,344,216,130,1488,227,302,433,724,778,202,239,1341,3132,1862,505,1818,2026,5614,526,1453,523,479
2020-10-25,87,53,349,783,111,249,66,53,691,872,175,123,157,274,176,148,727,0,1108,646,1798,557,2725,608,525,130,302
2020-10-26,13,65,344,636,139,89,45,77,1244,313,184,135,99,175,29,69,702,1597,1391,885,708,3366,863,776,1001,618,163
2020-10-27,63,235,1050,1211,287,231,271,130,1772,429,546,519,878,586,159,102,1290,2723,2422,958,1521,2158,5364,629,3039,740,474
2020-10-28,165,96,865,1101,234,287,337,113,1990,1098,332,544,807,679,604,83,1360,2298,2652,861,2278,1768,5375,668,933,606,495
2020-10-29,93,352,1013,956,230,264,269,67,1566,674,156,252,579,657,279,123,960,2708,1937,999,1915,1345,5278,698,1641,685,410
2020-10-30,120,155,838,1097,145,269,319,107,1423,774,558,499,662,565,129,66,869,0,1868,676,2121,1479,4928,622,1149,289,555
2020-10-31,38,145,249,530,170,282,144,118,457,633,113,419,491,526,97,89,752,4174,2584,1030,1624,481,2339,483,324,309,346
2020-11-01,155,325,291,161,223,123,56,31,886,156,90,71,84,255,136,36,728,906,1117,284,1020,1037,1020,211,299,125,274
2020-11-02,3,153,165,149,64,81,23,98,533,274,69,66,62,228,179,129,240,955,1486,688,839,294,648,180,415,214,266
2020-11-03,8,179,421,220,96,136,32,98,407,218,223,93,117,168,66,86,784,627,2280,967,326,1781,749,566,639,418,138
2020-11-04,256,0,839,935,246,165,311,126,770,838,363,579,486,588,319,132,1032,3208,2814,1120,1184,0,4755,453,1441,599,417
2020-11-05,30,0,671,985,335,515,184,128,3377,648,332,339,580,496,203,101,909,1556,2007,1045,2201,754,2637,300,1142,642,177
2020-11-06,78,0,0,770,197,380,415,137,2006,933,390,540,1051,799,129,243,1641,2957,2151,1077,1762,966,0,471,1124,668,543
2020-11-07,249,0,1324,759,213,381,149,196,1427,698,261,488,649,701,154,173,1592,2403,2857,318,2306,539,0,424,607,385,561
2020-11-08,132,178,270,272,271,124,66,115,583,207,97,192,411,216,197,151,800,710,969,1209,1347,822,0,539,319,147,210
2020-11-09,81,320,305,202,179,6,55,130,840,451,267,87,207,407,21,100,1623,758,1034,585,1035,405,0,472,569,582,196
2020-11-10,138,244,802,939,198,78,235,91,1955,714,394,425,693,583,281,97,1039,2920,4886,1516,1491,2378,0,509,1442,583,381
2020-11-11,187,216,715,878,302,313,211,101,1728,667,364,608,860,617,92,69,1754,3174,2711,1060,2169,1645,24936,423,1443,605,483
2020-11-12,402,266,0,869,258,360,222,126,1590,2482,371,837,787,590,155,161,2199,3590,1730,1275,1886,1785,5780,686,1612,2750,438
2020-11-13,146,361,1110,1073,350,210,260,162,2119,320,273,468,830,517,169,89,0,3071,4805,1309,2737,623,6130,533,253,499,653
2020-11-14,330,421,569,403,383,260,184,152,1349,1417,180,522,843,484,124,87,10491,3108,4015,589,2036,3639,4640,700,625,235,521
2020-11-15,165,141,168,254,201,119,105,116,1282,1093,89,82,307,232,245,65,793,1188,2144,1177,1572,311,1218,280,226,228,333
2020-11-16,139,177,219,111,286,44,92,46,712,1261,115,622,356,94,7,101,1676,1165,1454,1139,591,499,737,411,655,486,176
2020-11-17,180,226,906,446,184,211,195,173,653,680,231,608,674,200,501,127,2332,3479,5178,1857,1954,2554,8698,628,959,606,854
2020-11-18,250,270,703,810,367,211,254,136,2071,880,385,579,826,447,227,88,3054,3853,4210,1220,2324,2387,6421,495,640,294,689
2020-11-19,251,233,957,780,358,244,260,172,2849,1192,320,627,908,515,149,251,2684,2719,4605,1028,2586,2118,6794,756,1401,586,575
2020-11-20,270,200,740,875,352,308,280,122,1870,611,312,633,688,579,335,235,2045,3298,6109,1731,2773,2401,9058,554,1236,246,536
2020-11-21,189,151,488,752,335,191,262,114,1781,1034,174,650,946,511,913,242,3589,3683,5888,583,2424,362,5087,542,572,242,917
2020-11-22,191,312,131,446,284,94,94,81,958,658,77,192,472,226,824,159,1211,923,2818,623,1399,926,4153,280,214,84,785
2020-11-23,223,374,303,265,267,177,98,129,1418,1046,162,131,428,185,166,229,1740,843,1753,1288,1081,485,1037,859,491,526,503
2020-11-24,204,421,799,507,574,124,282,139,1465,0,355,310,781,449,206,323,3580,3096,4115,1701,1522,2145,5219,496,789,721,777
2020-11-25,135,355,719,920,281,275,324,207,3123,2410,408,717,1147,698,1090,300,3820,4569,4933,1645,4006,3162,8900,860,1234,755,905
2020-11-26,116,345,916,824,318,189,232,145,1472,2079,372,763,553,418,703,561,4420,2312,5998,1890,3338,2029,4523,824,1149,584,541
2020-11-27,452,257,928,533,0,154,267,332,1919,1160,344,363,669,661,3880,338,3726,2476,3420,1785,2851,1324,4320,884,0,559,528
2020-11-28,164,535,658,813,977,59,549,221,4204,978,208,369,2084,520,725,508,3201,7813,9523,156,3265,5412,4507,494,1866,229,1884
2020-11-29,160,121,191,498,290,418,203,246,2915,659,13,102,449,1046,1110,491,1522,1842,3047,2355,2251,556,2379,627,120,99,758
2020-11-30,179,175,209,180,483,88,163,125,1652,678,104,41,565,293,641,150,2377,1280,5347,942,1088,1038,1180,444,484,534,698
2020-12-01,304,292,1065,680,264,250,340,168,3118,787,380,541,1853,672,537,238,5239,4367,8201,1927,3320,3628,8937,976,965,770,1090
2020-12-02,183,427,698,897,520,327,323,236,3228,388,333,734,1348,746,1021,534,3223,4854,6076,2026,4500,3415,9114,783,2167,811,951
2020-12-03,153,541,879,1001,411,275,356,255,3268,1366,437,746,1431,664,174,798,5423,5724,4956,1431,4635,3788,8208,521,1289,570,1134
2020-12-04,253,360,789,627,331,143,344,255,4049,700,480,729,1094,729,243,75,3442,5032,6174,1662,4291,2456,8237,1355,1154,683,1197
2020-12-05,125,302,706,792,344,368,305,402,2310,575,220,709,1518,714,483,61,2860,4766,3851,1773,5223,2626,8938,595,965,384,1294
2020-12-06,44,124,331,504,501,220,111,332,4080,0,66,673,765,445,374,2597,1239,2234,2586,1523,3011,808,2675,355,66,203,496
2020-12-07,107,216,207,502,483,110,133,152,1580,271,135,604,746,470,598,723,2710,1534,3503,1668,871,301,1116,645,355,608,23
2020-12-08,128,214,955,670,567,69,404,189,3330,4454,368,586,1236,641,278,319,4591,4114,6312,2411,2614,3377,7923,1104,1484,761,1989
2020-12-09,116,318,438,799,446,134,333,275,3752,2900,369,737,1133,623,1010,853,5069,4861,5628,2409,4080,3331,9784,842,961,938,1314
2020-12-10,230,296,821,1046,514,377,356,314,4876,1371,488,761,1588,618,1368,644,3981,4435,5121,1551,4484,3560,9786,792,1995,738,1236
2020-12-11,248,543,843,792,334,379,326,386,3883,1006,402,889,1945,534,1131,572,5059,5163,4292,2332,6173,3298,8791,831,1875,851,1550
2020-12-12,213,278,342,742,157,247,309,229,2920,229,158,594,1363,559,506,910,4379,3557,5051,1408,5008,3489,8601,689,0,421,1541
2020-12-13,49,271,554,672,444,186,113,435,1196,1239,50,93,258,288,1070,679,2483,3891,1306,312,3478,694,940,462,0,240,422
2020-12-14,216,288,451,442,264,47,164,316,2465,481,211,268,362,175,383,602,2376,2303,4649,820,980,768,2313,1036,1457,673,683
2020-12-15,84,0,651,953,791,61,182,310,4114,287,417,817,734,347,556,618,7537,3358,3497,3590,4222,1457,4412,737,1509,998,650
2020-12-16,226,702,988,1052,488,59,449,773,4866,3704,463,1388,2071,530,1240,777,20197,6453,7077,3826,4472,4036,0,531,1181,1044,1981
2020-12-17,228,246,894,1120,466,403,405,296,4920,1182,353,1274,1646,654,276,558,6389,6112,5538,2488,5672,3493,20303,899,1716,904,1391
2020-12-18,175,0,1156,935,547,207,386,312,3057,927,343,1053,1765,604,556,104,4494,5721,5160,1971,5565,3601,9922,913,1130,864,1076
2020-12-19,528,560,706,858,412,175,324,359,3920,367,251,660,1746,580,727,1232,3574,5061,4013,2246,5253,1180,12447,622,594,466,1316
2020-12-20,127,106,302,498,225,70,183,307,1657,1080,11,327,418,337,1280,913,1660,2157,3909,1496,3485,3160,0,409,8,254,1066
2020-12-21,253,207,351,486,536,102,217,158,1517,255,93,203,709,208,800,471,2282,2039,2488,1539,1827,755,3943,1000,942,912,726
2020-12-22,65,290,1217,919,1252,155,375,302,2688,1054,337,972,1946,434,771,592,6102,6206,4671,2277,4201,3794,10714,629,871,1026,1342
2020-12-23,85,226,862,930,739,223,306,433,3090,808,219,928,1915,582,1465,655,3293,98,3796,1825,6519,2975,10383,525,1115,1049,1652
2020-12-24,239,194,999,883,525,198,363,391,2598,1082,152,610,1457,545,907,1223,9793,10433,3001,1648,5969,4199,9351,552,797,565,1402
2020-12-25,85,89,401,429,282,88,240,258,1211,0,80,231,1109,215,1053,825,1586,2102,1481,926,4030,603,3596,329,176,251,1291
2020-12-26,13,72,201,18,206,42,161,298,1349,692,57,727,387,317,274,445,1223,2147,1561,1421,2113,929,1253,650,204,196,290
2020-12-27,164,431,429,531,188,27,149,426,1624,33,84,308,603,251,564,777,1572,823,1705,655,1217,994,2836,615,73,303,1097
2020-12-28,110,425,318,495,892,31,121,197,748,755,93,578,442,253,31,1058,2835,638,2182,2241,1110,605,1576,1193,652,746,223
2020-12-29,222,256,1447,1086,687,68,384,371,3206,2067,344,423,1778,509,948,803,4036,6217,3806,2784,4995,4585,12477,721,1861,1271,1366
2020-12-30,123,297,1369,805,681,146,253,380,2847,1775,185,1010,2512,693,1157,931,3896,5754,3134,2726,6391,2114,11849,678,1227,1135,1581
2020-12-31,265,499,1443,828,694,180,311,319,2862,2629,189,1058,1882,721,1179,770,3939,5462,3514,1449,6865,6275,10219,566,666,659,1330
2021-01-01,69,160,561,262,270,21,178,273,1284,901,21,578,827,507,270,1039,1757,2238,1864,1028,3975,742,3894,376,244,277,989
2021-01-02,252,80,293,5,434,148,56,270,602,582,17,553,332,31,338,372,1292,1008,2077,967,2418,214,1762,797,82,234,611
2021-01-03,105,127,546,203,473,17,111,353,722,189,41,429,215,279,388,769,1700,1837,821,1416,1370,135,3469,481,147,442,556
2021-01-04,71,207,559,214,291,72,157,318,815,212,76,135,305,162,107,951,1726,569,1565,1472,1432,3606,2248,955,635,813,333
2021-01-05,53,321,1928,1215,657,82,370,378,3077,981,162,366,1491,549,838,1143,4748,5283,3875,2382,4588,4262,12881,603,1581,1514,1320
2021-01-06,208,373,2192,1313,957,151,366,471,3038,2133,199,1101,1604,657,812,1039,3084,4728,4112,410,9515,4482,14534,962,1882,1525,1582
2021-01-07,100,405,1706,1222,784,146,404,398,2980,1187,187,965,1511,527,603,1227,32436,4801,4432,2892,5450,4669,14073,807,1027,1593,1311
2021-01-08,336,470,0,1071,748,135,445,349,2777,1665,104,936,1250,613,1152,1217,0,4779,3880,2037,7812,1517,13794,673,1731,1358,1186
2021-01-09,94,332,4198,1409,681,179,471,481,2497,946,170,714,1190,782,1192,960,8330,3584,3596,1277,8399,5591,11561,798,827,915,1116
2021-01-10,219,226,965,1047,564,92,183,433,1649,926,30,515,1146,259,495,1372,1640,1979,1772,1370,4443,1061,5619,658,298,0,831
2021-01-11,219,385,2151,624,930,53,162,278,915,311,105,523,719,471,245,1242,1670,1582,1901,1830,2696,634,3010,986,691,1034,455
2021-01-12,86,402,1958,1387,1280,103,634,499,2105,111,264,219,1482,523,815,440,11400,3695,3546,2010,7826,3589,12702,1000,2769,2183,997
2021-01-13,353,360,1474,1500,939,198,486,401,3094,3179,260,681,1803,835,212,666,494,5223,3365,1765,8319,4287,15275,659,2237,1739,1095
2021-01-14,283,373,3816,1017,1215,260,564,392,4113,1161,265,1028,1412,819,1340,1262,5811,4605,3949,1825,8694,4211,13710,766,1898,1863,1106
2021-01-15,88,402,3151,1491,1380,129,558,460,5471,1776,317,770,1702,688,957,1145,4851,5207,3698,2044,9120,3396,15016,706,2113,1396,1166
2021-01-16,465,389,2856,1416,841,277,555,396,5832,989,178,838,1450,672,1702,366,3531,4229,3306,1513,7831,4067,13774,828,907,1043,1316
2021-01-17,146,204,1277,590,883,196,332,475,3401,1048,89,783,482,351,801,680,1563,1864,1403,1034,6812,947,5720,471,161,560,767
2021-01-18,8,209,1790,290,1275,117,199,281,2548,591,158,225,322,222,228,459,1113,1173,1644,1669,2482,373,2933,1047,750,1119,446
2021-01-19,433,419,1537,1247,1041,167,607,373,4004,2138,383,238,1635,592,395,651,4858,4285,3133,1786,5865,4375,15953,612,2306,1979,1082
2021-01-20,221,265,5009,1569,1096,219,594,379,4991,868,336,1272,1770,786,1321,781,3767,3945,3057,1108,7429,4015,14411,620,1980,1545,1031
2021-01-21,300,225,2202,1487,1310,132,462,378,4455,1419,467,1111,1985,774,880,737,3127,4025,2731,1843,8831,3306,12118,834,1444,1472,1064
2021-01-22,258,339,3975,2057,1422,157,535,351,4130,1745,298,1309,1714,626,836,812,3578,3054,2838,1939,9593,669,9005,1054,1784,1585,889
2021-01-23,252,180,3404,1700,933,387,503,457,4566,824,331,1134,1652,708,871,502,3127,3815,2626,992,8873,5389,14596,956,1612,982,962
2021-01-24,190,195,1152,901,968,186,195,507,2854,1378,85,819,537,257,893,492,1821,863,1201,800,4171,1017,5072,821,122,339,487
2021-01-25,110,151,1222,768,996,149,138,667,1423,1616,140,1181,589,361,357,826,1870,905,2407,1455,2697,234,2867,1148,1373,914,252
2021-01-26,235,241,3525,1349,1239,194,581,547,3349,1673,299,1126,2124,426,610,348,6829,3994,2781,1172,5707,4160,12959,1056,2839,1553,1047
2021-01-27,345,299,3146,2396,1669,265,505,563,3970,1625,370,1213,2068,726,816,553,3272,3802,2949,1228,8392,3517,16041,1052,508,1648,582
2021-01-28,342,371,1852,2272,970,317,410,433,3645,1016,390,1044,1494,594,456,829,4491,3411,2564,1113,8318,3678,14776,1174,3568,1492,791
2021-01-29,475,377,2116,1719,1225,416,547,394,4173,964,465,1125,1748,306,799,895,3116,3342,3428,1660,6000,4077,13887,1087,2933,1802,750
2021-01-30,411,196,4420,1519,757,255,442,514,4078,1055,270,1065,1954,809,1220,519,3862,3209,2512,761,8001,3862,13067,884,1032,1046,742
2021-01-31,120,157,1400,506,706,206,109,481,2148,3117,73,1104,621,439,551,618,1903,574,1199,1056,4518,237,4344,538,220,413,398
2021-02-01,353,363,1323,180,949,149,131,452,1128,1439,161,1014,445,267,121,770,2652,780,1735,1097,1779,2031,2354,797,779,992,350
2021-02-02,229,325,2460,1677,1154,103,442,521,3536,168,549,867,1977,451,547,424,4319,3255,2802,1359,4707,3278,14297,409,1713,1678,849
2021-02-03,498,260,2685,1889,947,338,425,347,3370,3167,526,1054,1627,511,412,612,2466,3036,3185,1068,5947,3249,12990,656,2264,1690,783
2021-02-04,397,224,2689,1652,1030,255,401,370,3295,7,361,963,1650,696,802,388,3287,2772,2891,1466,10052,2852,13932,430,1990,1332,689
2021-02-05,178,210,2238,1749,1159,328,334,570,3357,2512,246,0,1487,388,0,394,2846,3415,3021,1548,5441,2757,12222,624,1781,1445,622
2021-02-06,332,223,2965,1594,851,204,452,427,3270,911,273,1978,1451,812,1054,267,3447,3166,2723,1210,4649,2690,11923,573,1530,828,827
2021-02-07,92,153,985,623,419,220,190,239,1884,976,174,664,864,257,1261,351,1561,510,1575,1007,7050,162,4248,403,150,415,412
2021-02-08,148,191,919,603,995,108,145,451,1809,1934,239,611,741,232,490,841,1444,493,1205,700,2104,2101,2442,544,537,1062,350
2021-02-09,575,284,1442,1777,946,223,447,458,3584,1577,522,971,1736,450,459,609,3929,3707,2785,1146,3972,1009,13201,525,2537,1578,1037
2021-02-10,410,230,2744,1432,870,284,393,422,3450,0,514,1140,1531,410,957,828,2450,5596,3096,1578,6466,5985,13825,578,2387,1180,846
2021-02-11,493,331,2205,1881,714,309,421,466,3253,3349,591,1130,1643,665,945,499,3461,3333,3350,1528,6504,2033,11167,545,1937,1167,822
2021-02-12,376,356,2445,1783,838,337,497,508,3636,1400,559,1137,1380,696,568,437,2591,3173,3361,1501,5554,2768,11605,512,1478,1350,700
2021-02-13,372,183,1828,1354,249,228,479,626,3587,0,517,830,1805,461,0,656,3158,3506,2755,856,5352,2158,9837,595,1152,937,818
2021-02-14,107,154,632,463,819,259,189,670,2584,2793,154,641,891,538,399,536,1144,1322,1865,610,3184,795,2187,537,587,303,396
2021-02-15,428,135,925,485,781,71,77,749,1796,2845,213,995,803,241,8341,648,1406,969,2277,476,1446,706,2316,738,981,954,395
2021-02-16,135,277,1808,1223,749,166,320,632,3849,947,391,818,1582,491,211,417,8000,1897,3757,411,3049,8385,11496,561,1331,1457,911
2021-02-17,302,271,1808,667,1117,371,272,650,3733,11113,580,1014,1927,513,272,464,4060,1922,3529,854,5159,587,11302,583,1421,1701,574
2021-02-18,238,259,2141,1134,955,326,565,626,4017,0,420,1331,2226,522,378,279,3040,4125,4659,1026,5547,2415,10747,645,1896,1529,833
2021-02-19,432,219,1950,1564,1007,428,499,389,4140,-2532,745,1191,1358,779,1272,429,3632,4197,4482,1783,4989,2256,11105,864,1569,1432,871
2021-02-20,181,185,1664,1551,497,622,622,502,4100,1674,634,1349,1132,783,749,333,3858,4212,4577,1163,9604,2250,10859,748,1392,1224,1007
2021-02-21,43,141,753,541,513,162,323,349,1851,2257,85,1004,944,279,850,427,2982,1717,2539,1100,3274,573,4504,843,229,312,431
2021-02-22,183,363,1161,617,863,212,236,309,2146,1044,268,941,689,257,81,346,2099,2029,2856,1239,2062,859,2550,951,1138,1058,429
2021-02-23,622,228,2147,1850,1099,279,684,545,5025,2052,437,980,1724,633,527,255,6275,5777,6177,1241,5386,409,12077,582,2776,1743,1185
2021-02-24,290,262,1608,1694,1243,375,609,399,4398,2614,655,1320,1566,677,956,450,4467,7194,4878,1482,5696,3908,12086,1361,3458,1850,1092
2021-02-25,376,194,1420,1340,999,451,684,472,4917,2408,854,1594,1202,636,1280,560,5646,5446,4754,1385,9043,1935,11889,1068,2901,1650,894
2021-02-26,474,217,1572,1859,951,358,769,666,4563,3162,279,1186,1723,857,1535,405,4543,7188,6050,1203,6728,424,11596,1129,3379,1439,914
2021-02-27,606,226,1688,1428,622,495,771,483,6520,1548,798,1416,1455,765,294,491,5248,6977,5112,1067,5654,2622,11142,704,1710,832,928
2021-02-28,197,158,367,727,773,273,330,680,3133,2590,74,1392,616,401,1551,878,3688,1928,1792,1080,3821,880,4361,1079,241,475,542
2021-03-01,360,222,702,768,741,77,543,499,2020,1776,325,1144,629,317,534,592,3204,2748,4974,1163,4400,751,3071,2142,522,1065,453
2021-03-02,187,292,1576,1202,1675,91,874,456,3397,3036,821,910,1330,538,742,364,6174,6006,5814,1057,3975,1825,10168,563,3994,1734,1124
2021-03-03,425,306,704,1697,1375,395,697,519,5329,2741,579,1118,1613,1004,1248,619,4699,7831,7209,1153,6565,2180,13749,1520,3423,1994,1012
2021-03-04,378,325,924,1570,1548,485,874,576,5985,4092,852,1385,1685,799,870,496,5400,9940,5674,1685,7890,1894,12236,1266,3397,1881,995
2021-03-05,616,257,2355,1347,1360,355,816,623,5607,3226,597,864,1588,958,1654,549,5670,9127,5853,1477,7334,2251,13072,1500,3909,1759,771
2021-03-06,569,158,1383,1261,827,293,516,530,4525,2196,720,1440,1664,1232,235,144,8598,9599,5633,1320,7336,560,13763,1692,1147,1078,1190
2021-03-07,219,355,493,553,704,101,698,617,3105,2750,288,1218,300,765,105,1209,45020,2671,1741,712,6368,1697,6051,874,815,537,542
2021-03-08,368,301,461,602,1341,23,381,541,1413,2126,333,1012,373,284,2248,725,2026,2559,1576,1275,1999,762,4224,2288,1049,1379,652
2021-03-09,65,467,1610,1288,1141,0,905,652,4650,3058,547,1200,1319,887,1172,382,5400,11806,2986,1344,3830,2172,16058,1008,3947,1982,888
2021-03-10,400,328,1349,2120,1721,53,1004,580,5499,3056,965,1365,1582,1085,1424,597,8345,10403,-110,1521,10409,2436,15541,1551,3550,1865,1237
2021-03-11,273,421,1240,2145,1613,987,1194,726,4975,3519,838,1483,1669,1090,1455,252,4330,6847,5501,1831,7745,2094,14505,1858,3640,2247,934
2021-03-12,315,384,1247,1728,1227,333,1111,864,5124,5518,984,1365,1566,1409,1242,195,5664,10017,6653,1405,9912,2505,15720,1565,4725,1781,1104
2021-03-13,623,313,1162,1288,701,330,1185,716,4482,5631,848,1694,1631,1133,301,716,6229,9281,4460,1512,7421,2281,15344,1660,2588,1449,1199
2021-03-14,288,255,596,660,692,195,670,697,2916,3116,407,1256,1104,652,185,549,3852,3107,2401,944,7490,268,7853,1699,779,464,717
2021-03-15,320,316,541,832,1493,89,739,1048,1163,1793,416,1025,921,257,52,1057,2143,1978,2341,1576,3215,1086,5259,2056,2647,1340,536
2021-03-16,438,755,1299,1832,1960,166,962,1154,4608,5040,669,804,2482,796,1028,516,5823,9331,7547,2502,6093,1081,17684,1429,3958,2757,1212
2021-03-17,343,704,824,2424,1624,360,1165,794,4749,3025,1579,1194,2245,1063,1009,1468,5461,9619,5764,2109,11045,4093,17942,1321,4125,2807,1447
2021-03-18,513,775,962,2914,1203,301,1281,1074,4584,5699,799,1403,2139,1155,0,810,6469,7206,5440,2318,11372,2950,17492,1890,2709,2270,1254
2021-03-19,644,480,1957,2801,1381,349,1285,977,4448,4805,834,1269,2211,1270,690,877,8146,9186,4947,2083,10975,2354,18673,1507,2392,2807,1222
2021-03-20,397,438,1025,2627,948,322,941,1007,4518,4072,1056,1300,2107,1460,201,1062,4758,8518,4189,2396,9890,944,18028,1739,2240,1778,1108
2021-03-21,171,495,367,922,1140,200,654,1063,1698,2753,379,818,1016,941,617,1326,2146,2515,3103,1519,9593,2763,8265,1080,563,624,1043
2021-03-22,513,452,767,605,1020,95,631,423,1598,12619,492,930,677,625,1301,701,3224,1789,3353,2250,2739,1469,4775,1854,1528,2200,663
2021-03-23,331,649,1275,2694,1445,217,1126,540,4061,151,1011,1140,2172,948,1633,1119,7344,8491,6757,2263,3897,3201,20942,1397,4023,2401,1265
2021-03-24,454,578,1183,2830,1526,291,842,574,4830,0,1186,1154,2738,1651,1587,800,5562,7540,4302,2192,13796,2892,20395,1195,5257,3021,1616
2021-03-25,548,596,1165,2697,1170,301,1002,701,4237,5386,1210,1672,2786,1149,1051,922,11330,6133,7486,2525,13925,2980,18447,1805,4511,3167,1256
2021-03-26,485,682,1091,2874,1497,249,1108,669,4738,0,1035,1611,2227,1505,2273,955,4700,1103,4165,1708,14062,3179,21489,2141,4660,2512,1527
2021-03-27,798,433,1112,2439,999,273,1078,724,3185,5617,639,1410,2157,1621,19,848,5037,12122,3494,2494,11558,2769,18124,1636,2470,1385,1507
2021-03-28,167,249,474,759,798,136,634,734,2956,2255,237,1203,771,1232,8,440,3150,2233,1535,1575,7036,1986,9602,1236,901,739,1280
2021-03-29,163,550,510,620,885,48,254,386,1068,5242,193,968,390,713,1907,1185,2828,1377,2685,1710,3112,787,5220,1592,1206,2191,1137
2021-03-30,198,711,1490,2244,883,0,924,656,3924,2864,1431,1150,2233,1228,1599,807,3282,7063,4922,3478,8206,3500,21360,1353,4573,2965,1450
2021-03-31,554,632,1313,2537,1860,361,957,624,4235,5767,824,1553,2431,1547,976,907,3059,6310,3931,2771,12020,3121,23169,1253,3248,2949,1729
2021-04-01,331,502,1165,2849,1066,328,938,709,4797,2926,1319,1311,2987,1626,815,982,5234,4840,3858,2224,11943,4039,26567,1318,2337,2227,1859
2021-04-02,863,280,830,1594,1013,256,580,620,3347,2527,620,1227,1779,1206,918,775,4569,7780,3084,1814,11722,1290,16762,1191,1034,1055,1502
2021-04-03,211,280,746,476,648,167,579,991,1986,4881,223,789,985,1137,1076,904,2043,1253,1242,1602,5948,3935,7026,1814,878,797,898
2021-04-04,95,294,448,553,323,74,250,429,1855,3374,191,1081,635,900,574,1040,1037,883,1427,822,2909,1301,7196,1088,911,632,1037
