Data,Acre,Amapá,Amazonas,Pará,Rondônia,Roraima,Tocantins,Alagoas,Bahia,Ceará,Maranhão,Paraíba,Pernambuco,Piauí,Rio Grande do Norte,Sergipe,Paraná,Rio Grande do Sul,Santa Catarina,Espírito Santo,Minas Gerais,Rio de Janeiro,São Paulo,Distrito Federal,Goiás,Mato Grosso,Mato Grosso do Sul
2021-10-14,26,53,50,332,219,9,158,28,589,99,244,46,417,290,125,20,998,857,974,618,1860,1915,1930,525,1134,662,110
2021-10-15,7,31,45,478,141,11,178,92,641,160,153,211,414,252,298,15,1353,795,1089,605,2170,1474,1685,395,1795,559,192
2021-10-16,4,30,44,406,121,5,156,49,357,115,96,234,408,186,373,28,1132,766,1036,639,1327,756,1448,616,855,0,63
2021-10-17,2,14,17,31,13,0,0,97,243,160,1,146,289,118,104,3,396,549,487,556,1379,144,369,525,95,0,0
2021-10-18,3,7,24,20,146,11,130,58,378,38,67,42,50,134,19,25,1457,289,388,648,166,1374,158,461,470,630,253
2021-10-19,1,39,49,436,337,625,146,53,391,61,229,45,473,143,131,17,1480,798,1089,775,2713,-1033,1296,448,1651,430,146
2021-10-20,8,26,67,378,191,69,150,76,460,74,286,212,407,137,233,14,1488,558,1116,920,1833,1748,1748,496,2464,388,62
2021-10-21,3,25,64,346,251,37,171,47,672,0,264,168,469,324,169,9,1555,1187,1022,726,1915,2311,1625,421,2500,338,234
2021-10-22,1,31,45,374,105,59,242,27,498,393,282,216,468,290,240,17,1519,556,242,475,1728,1735,2229,403,1982,370,-25
2021-10-23,1,27,50,262,240,48,157,66,529,157,212,184,463,240,194,17,1458,841,1513,632,1298,1651,0,278,1159,0,39
2021-10-24,9,21,28,30,74,37,0,58,184,80,15,177,169,190,152,6,679,388,176,444,796,17,2103,315,56,0,0
2021-10-25,5,32,32,8,173,12,92,89,188,23,36,33,138,117,21,18,1592,520,306,612,222,95,209,231,184,581,228
2021-10-26,2,30,54,328,292,37,182,59,448,23,242,50,328,107,165,21,1580,630,1041,607,1451,843,1716,298,2367,472,51
2021-10-27,7,18,36,345,274,38,178,82,482,108,308,260,566,290,283,8,1578,2761,1026,745,1527,2290,1634,258,1595,368,119
2021-10-28,2,23,59,346,247,41,199,41,662,162,257,188,731,241,271,11,1441,1636,964,608,1483,1589,1290,245,2265,220,46
2021-10-29,1,27,45,194,184,38,118,65,652,0,154,202,460,228,235,1,1488,1226,776,536,908,1323,987,195,1480,292,150
2021-10-30,0,33,51,173,124,15,189,29,627,129,45,204,652,191,282,7,1339,1786,809,651,1341,412,684,82,788,0,50
2021-10-31,0,18,20,14,210,13,0,54,232,238,35,145,260,203,394,6,1298,585,368,252,399,913,550,121,433,0,0
2021-11-01,0,10,18,7,90,5,65,190,143,11,22,55,119,117,9,6,1191,304,319,286,269,63,175,198,128,0,38
2021-11-02,0,37,39,188,120,23,85,38,197,44,31,38,176,159,161,7,1111,877,662,345,417,347,738,77,468,0,46
2021-11-03,3,21,22,93,196,4,43,16,92,19,130,8425,179,118,72,9,1031,474,372,375,368,364,766,188,726,544,11
2021-11-04,0,42,73,361,318,39,177,46,616,14,237,262,310,255,235,11,1060,1427,864,819,1542,1094,1648,98,1259,438,107
2021-11-05,7,54,99,506,406,54,235,31,607,272,157,103,463,320,451,14,1111,1532,810,425,1842,1291,1471,142,491,282,145
2021-11-06,6,18,70,432,110,63,170,63,599,154,95,683,668,266,0,5,1076,1237,902,568,1306,1230,1307,0,777,0,61
2021-11-07,2,27,46,49,121,40,0,35,305,72,9,309,191,124,614,7,1264,483,309,266,583,357,700,0,202,0,0
2021-11-08,0,15,113,22,129,1,124,137,245,37,79,85,67,106,28,17,1151,325,195,514,264,283,359,318,354,585,85
2021-11-09,5,43,77,308,440,14,147,23,513,0,268,54,315,165,424,12,814,1370,792,513,1052,1076,946,98,1022,382,75
2021-11-10,5,30,81,447,281,92,202,38,516,43,149,13,477,250,417,10,960,1214,726,489,966,1417,1558,139,1390,284,79
2021-11-11,11,43,60,416,310,36,161,30,485,3534,153,681,341,241,401,10,1017,1146,755,608,930,940,1847,146,681,255,62
2021-11-12,5,28,52,454,212,48,191,28,712,248,253,312,290,267,452,4,984,1226,751,383,1248,1126,0,130,4836,268,90
2021-11-13,10,35,77,297,148,47,121,55,540,139,116,386,422,243,467,7,879,980,625,389,1274,999,4363,0,2019,0,4
2021-11-14,5,27,57,86,162,18,0,24,333,75,72,217,171,108,171,7,429,408,299,280,545,106,469,0,60,0,0
2021-11-15,1,20,13,21,85,13,45,124,146,58,2,56,54,47,15,7,363,272,151,245,116,266,166,0,299,0,214
2021-11-16,3,39,26,79,216,2,60,9,282,0,52,56,50,96,62,12,317,302,176,460,196,388,333,254,950,386,112
2021-11-17,1,53,104,505,392,56,219,14,646,163,219,85,377,256,507,14,440,1052,687,494,733,1028,1970,173,1440,258,91
2021-11-18,6,36,97,438,395,77,223,46,655,38,229,424,212,180,304,10,428,1216,750,297,766,749,1935,120,2411,259,0
2021-11-19,7,31,69,553,271,57,210,33,719,329,165,281,303,274,474,9,704,900,700,678,1557,1063,2208,92,1467,201,0
2021-11-20,7,33,103,540,200,34,133,48,590,129,151,254,319,83,288,10,690,830,747,396,807,817,1154,0,281,0,189
2021-11-21,3,15,37,70,73,41,0,93,244,85,1,278,170,409,164,5,692,360,247,283,298,714,787,0,57,0,0
2021-11-22,2,20,42,164,138,1,70,84,172,12,75,52,123,96,23,-542,639,245,193,0,105,62,219,136,104,134,225
2021-11-23,0,51,81,664,459,45,199,18,1158,41,174,46,306,210,137,9,929,810,684,0,749,841,1524,106,448,456,167
2021-11-24,44,37,91,682,340,22,219,10,333,219,166,323,273,273,651,9,769,1165,636,1040,516,1111,1195,97,2374,240,95
2021-11-25,9,46,136,681,393,50,232,30,468,58,215,0,327,297,248,7,1081,1006,620,579,1038,1067,1210,85,2028,190,25
2021-11-26,8,62,140,630,259,22,179,15,744,0,258,543,405,308,380,5,745,579,587,606,857,964,1326,75,2407,227,61
2021-11-27,3,28,132,722,166,59,144,15,516,132,117,237,373,129,344,8,474,884,669,0,1253,821,935,0,1007,0,65
2021-11-28,6,22,35,151,142,12,0,23,414,9,2,200,106,181,134,8,299,369,190,826,328,96,457,0,33,0,0
2021-11-29,4,24,43,81,153,8,77,39,157,96,105,46,28,98,91,18,627,339,99,621,97,34,169,138,160,286,205
2021-11-30,0,60,123,634,288,29,163,19,898,105,269,65,230,170,295,12,405,1033,704,453,786,1126,1093,0,444,219,87
2021-12-01,7,51,129,696,0,11,233,23,590,1341,290,329,421,71,300,41,448,831,604,489,812,889,1086,148,1314,188,71
2021-12-02,3,70,119,695,1060,67,137,22,582,418,318,8,283,391,348,12,843,1034,532,509,1041,756,1387,83,1814,204,174
2021-12-03,2,70,158,745,448,70,196,30,553,79,273,457,336,268,460,14,805,1037,544,394,659,922,1034,85,718,177,93
2021-12-04,3,68,134,695,186,39,211,34,515,183,145,265,534,258,0,15,804,863,489,355,851,504,977,0,653,0,57
2021-12-05,0,42,35,135,52,19,0,39,212,76,94,273,242,82,346,8,775,370,141,306,164,467,824,0,142,0,0
2021-12-06,11,55,83,128,301,0,102,59,249,278,95,53,134,115,19,7,794,312,106,310,114,163,213,82,268,245,89
2021-12-07,2,91,188,779,480,46,59,43,574,335,259,23,359,183,226,7,838,769,594,351,678,531,1316,62,1151,237,69
2021-12-08,13,80,202,695,298,47,301,24,608,159,229,252,450,212,327,12,895,741,546,545,641,702,1287,52,703,0,34
